"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29"
49,2013-03-18,2013,"201303","20130318",6871.2575,6871.34,6871.4075,6871.46,6871.51,6871.5675,6871.64,6871.7525,6871.9,6872.035,6872.145,6872.26,6872.3625,6872.465,6872.5525,6872.645,6872.75,6872.8675,6873,6873.1775,6873.375,6873.575,6873.7725,6873.9425
49,2013-03-19,2013,"201303","20130319",6874.07,6874.1675,6874.2375,6874.3,6874.3625,6874.42,6874.5025,6874.615,6874.76,6874.8975,6875.005,6875.1,6875.195,6875.295,6875.38,6875.46,6875.565,6875.69,6875.855,6876.0725,6876.31,6876.5375,6876.755,6876.94
49,2013-03-20,2013,"201303","20130320",6877.085,6877.1825,6877.2575,6877.325,6877.3925,6877.4575,6877.54,6877.6575,6877.82,6877.98,6878.11,6878.24,6878.3475,6878.44,6878.52,6878.6,6878.7025,6878.825,6878.955,6879.1525,6879.3875,6879.64,6879.885,6880.085
49,2013-03-21,2013,"201303","20130321",6880.2275,6880.335,6880.42,6880.4925,6880.5625,6880.64,6880.7225,6880.855,6881.0125,6881.1725,6881.2875,6881.3925,6881.4925,6881.59,6881.68,6881.78,6881.88,6881.99,6882.14,6882.33,6882.58,6882.84,6883.07,6883.2825
49,2013-03-22,2013,"201303","20130322",6883.4425,6883.555,6883.6425,6883.72,6883.79,6883.87,6883.9675,6884.11,6884.2625,6884.385,6884.4775,6884.59,6884.6875,6884.78,6884.86,6884.9475,6885.055,6885.19,6885.3675,6885.605,6885.875,6886.18,6886.49,6886.7625
49,2013-03-23,2013,"201303","20130323",6886.9475,6887.085,6887.1925,6887.295,6887.395,6887.49,6887.6075,6887.745,6887.9275,6888.115,6888.2975,6888.4775,6888.64,6888.795,6888.9375,6889.065,6889.1925,6889.36,6889.5475,6889.7925,6890.105,6890.4275,6890.7875,6891.1125
49,2013-03-24,2013,"201303","20130324",6891.3675,6891.5575,6891.7125,6891.85,6891.9825,6892.1075,6892.26,6892.43,6892.6225,6892.8225,6892.9925,6893.1675,6893.335,6893.51,6893.6375,6893.77,6893.9225,6894.105,6894.3325,6894.6175,6894.945,6895.325,6895.6925,6896.0025
49,2013-03-25,2013,"201303","20130325",6896.2375,6896.39,6896.515,6896.63,6896.7375,6896.8475,6896.98,6897.1625,6897.36,6897.535,6897.6775,6897.8125,6897.95,6898.075,6898.195,6898.315,6898.4475,6898.6075,6898.8225,6899.0625,6899.355,6899.7325,6900.0975,6900.3875
49,2013-03-26,2013,"201303","20130326",6900.5975,6900.75,6900.8825,6900.9975,6901.115,6901.235,6901.385,6901.585,6901.78,6901.9525,6902.075,6902.195,6902.3225,6902.4425,6902.555,6902.6725,6902.7975,6902.935,6903.11,6903.34,6903.6625,6904.025,6904.38,6904.6925
49,2013-03-27,2013,"201303","20130327",6904.925,6905.09,6905.2325,6905.37,6905.5025,6905.6325,6905.7775,6905.975,6906.1825,6906.3575,6906.485,6906.6025,6906.71,6906.8075,6906.89,6906.965,6907.08,6907.2125,6907.365,6907.5825,6907.8675,6908.205,6908.5725,6908.8775
49,2013-03-28,2013,"201303","20130328",6909.095,6909.265,6909.3975,6909.515,6909.635,6909.755,6909.89,6910.0775,6910.285,6910.4675,6910.6025,6910.72,6910.8275,6910.95,6911.0525,6911.15,6911.245,6911.3725,6911.535,6911.7875,6912.13,6912.505,6912.8875,6913.2075
49,2013-03-29,2013,"201303","20130329",6913.435,6913.6075,6913.7475,6913.875,6913.985,6914.105,6914.2425,6914.445,6914.635,6914.7925,6914.9025,6914.995,6915.1025,6915.2025,6915.305,6915.415,6915.5525,6915.71,6915.8975,6916.1625,6916.5075,6916.9175,6917.3325,6917.6975
49,2013-03-30,2013,"201303","20130330",6917.9575,6918.1575,6918.3125,6918.44,6918.5725,6918.695,6918.835,6919.0225,6919.24,6919.4475,6919.64,6919.805,6919.9525,6920.11,6920.235,6920.355,6920.4775,6920.625,6920.8325,6921.115,6921.4875,6921.9275,6922.375,6922.725
49,2013-03-31,2013,"201303","20130331",6922.95,6923.1075,6923.24,6923.3725,6923.5025,6923.635,6923.7875,6923.9575,6924.185,6924.4225,6924.635,6924.85,6925.08,6925.3,6925.495,6925.6825,6925.8775,6926.1025,6926.355,6926.6175,6926.935,6927.315,6927.71,6928.0775
